ID, Specialization, Description, Perspectives
"50.03.02","Изящные искусства","Перечень учебных дисциплин по этому профилю в разных ВУЗах может несколько отличаться. Среди общих предметов  можно выделить следующие: интегративное искусствознание, теория искусства, социология искусства, прикладные искусства, русский язык, история искусств, словесные искусства, культура речи, неприкладные искусства,  культурология, математика в искусстве, иностранный язык, информационные технологии в исскустве, семиотика искусства и другие. В зависимости от уклона, акцент может быть на музыкальное или танцевальное искусство. Студенты также обучаются осуществлять оценку и экспертизу произведений искусства. ","После бакалавриата можно устроиться в музеи, в учреждения образования или культуры, в СМИ, библиотеки, организации по охране культурного наследия, художественные галереи, творческие мастерские, в различные фонды, на кафедры ВУЗов, в научно-исследовательские институты. Такие кадры часто требуются в роли экскурсоводов, коллекционеров, гидов, хранителей. Выпускники могут руководить различными коллективами и ансамблями, работать в театрах и в концертных залах. Есть также возможность работать в качестве консультанта или эксперта в аналитическо-экспертных центрах. "
"50.03.03","История искусств","По данному профилю упор делается на искусствоведческую и филологическую подготовку. Студенты также изучают следующие дисциплины: история зарубежного искусства, философия, анализ произведений искусства, история русского искусства, общая теория искусства, история отечественной литературы, иностранный язык, научное изучение искусства, история и теория художественной критики, специальные переводы, техника изобразительного искусства и многие другие. Помимо этого, студенты участвуют в различных художественных проектах, проводят экспертизу произведений искусств, а также  разрабатывают методические пособия.","Выпускники могут устроиться в музеи, аукционные дома, художественные галереи или архивы. Многие специалисты занимаются просветительской работой, пропагандируя искусство в агентствах, общественных организациях,  государственных органах, образовательных заведениях. Имеют шанс стать экспертами в различных проблемах искусства и художественного творчества, заняться публикацией эссе, статей, составлять художественный и эстетический анализ разных произведений искусств. Такие специалисты требуются на должности экскурсоводов, оценщиков или гидов. Их работа также может быть связана с продвижением на рынке разных художественных проектов. "
"50.03.04","Теория и история искусств","Пройдя вступительные испытания, будущие бакалавры в течение четырех лет будут изучать следующих предметов: Анализ художественных работ Иностранные языки Зарубежную и русскую истории искусства Историю XX века на Западе и в России Философию Основы для научного изучения искусства Отечественную и зарубежную литературу с исторической точки зрения Историю и основы теории критики художественных произведений Научную методологию изучения художественных процессов Общую теорию искусстваУчащиеся получат навыки в области педагогики: научатся объективной оценке возможностей обучающихся, выстраиванию стратегий воспитания, формированию профессиональных знаний и умений, а также творческому подходу к процессу обучения. Педагоги научат вести просветительскую работу в различных культурных учреждениях, а также критической оценке проблем, связанных с этой сферой деятельности. Во время прохождения практики некоторые учащиеся смогут занять место в составе экспертной комиссии по культурной деятельности различных образовательных центров и формирований.","С дипломом бакалавра по данному профилю студент без труда сможет устроиться библиографом с последующим повышением до старшего сотрудника, обозревателем или корреспондентом. Работодатели предоставляют возможность занимать должности научных работников в области проведения экспериментов и наблюдений за сферой искусства. Некоторые студенты устраиваются работать экскурсоводами и специалистами по связям с общественностью. Выдающиеся специалисты работают лекторами в общеобразовательных учреждениях. Корреспонденты с опытом работы смогут впоследствии претендовать на роль литературных редакторов. Также много выгодных и интересных предложений поступает по профессиям искусствоведов и консультантов."
"50.04.01","Искусства и гуманитарные науки","Будущие искусствоведы учатся проводить оценку и экспертизу разнообразных объектов культуры,  устанавливают авторство произведений искусств и определяют их стоимость. Систематизируют произведения разных школ, эпох, направлений, создают разнообразные театральные, социокультурные или арт-проекты. В магистратуре также обучают поиску необходимой  информации в архивах, электронных каталогах, библиотеках, художественных фондах и галереях. Студенты нарабатывают навыки написания аннотаций, обзоров, рецензий, библиографий. В рамках программы также предусмотрено участие в выставках, различных экспедициях и аукционах.","Уровень магистра дает выпускникам право преподавать предметы из области искусства и культуры в разных образовательных заведениях (ВУЗах,  лицеях, колледжах). Такие специалисты могут консультировать по поводу разнообразных вопросов искусства работников информационных агентств,  учреждений культуры, туристических фирм или государственных органов. Искусствоведы могут найти работу в СМИ, PR-агентствах, общественных организациях, в компаниях, которые занимаются исторической реконструкцией, в органах культурного наследия, художественных фондах или в продюсерских компаниях. "
"50.04.02","Изящные искусства","В магистратуре студенты учатся создавать и составлять различные художественные произведения, занимаются художественной критикой, а также рецензированием произведений живописи, актерской игры, музыкальных произведений и других произведений искусства. Студенты собирают разнообразную информацию в галереях, фондах, архивах, музеях или сетевых ресурсах, осваивают написание аннотаций, обзоров, библиографий. Магистранты также овладевают навыками проведения оценки и экспертизы разных произведений искусств и углубляют свои знания по выбранному иностранному языку.","Выпускники могут заняться преподаванием различных художественных дисциплин в лицеях, ВУЗах, в школах искусств, колледжах, в организациях для дополнительного образования или школах. Они имеют возможность работать в музеях, художественных фондах, архивах, галереях, библиотеках. Уровень магистра позволяет работать экспертом, руководителем коллективов или экскурсоводом. Также такие специалисты трудоустраиваются в СМИ, театры, научно-исследовательские центры, концертные залы, творческие мастерские, аукционные дома, выставочные залы, в организации по охране культурного наследия, в различные учреждения культуры. "
"50.04.03","История искусств","В магистратуре студенты занимаются сбором различной информации и создают компьютерные базы данных о культурной деятельности и художественном творчестве. Организовывают и внедряют разные художественные проекты, учатся анализировать развитие и особенности современного искусства. Они также принимают участие в разработке методических материалов и пособий, в экспертизе разных произведений искусства. Учатся писать критические статьи, эссе, проводить эстетический и художественный анализ произведений искусств, осваивают навыки проведения экскурсий и лекций, а также готовят выставки. ","Такие специалисты имеют право заниматься оценкой, систематизацией и изучением различных предметов искусства. Могут работать экспертами, проводить систематизацию и составлять каталоги. Уровень магистра позволяет заниматься преподавательской деятельностью в ВУЗах, художественных школах, лицеях, колледжах. Некоторые специалисты занимаются описыванием различных предметов искусства для научных или специальных изданий. Выпускники находят также свободные вакансии в архивах, рекламных агентствах, музеях, выставочных залах, аукционах. Есть возможность устроиться ведущим разных радио- или телевизионных программ, которые связаны с художественными темами."
"50.04.04","Теория и история искусств","При обучении в магистратуре по данному профилю студенты получат полный спектр знаний, необходимых для осуществления процесса обучения данной специальности  в образовательных центрах и учреждениях, повысят квалификацию специалиста в области создания благоприятных условий для успешного становления личности обучающихся и смогут самостоятельно разрабатывать программы и организовывать их эффективную реализацию. Студенты получат возможность научиться: собирать данные и создавать на основе их анализа информационные базы по направлению различных видов творчества и культурной деятельности; проводить глубокий экспертный анализ в области проблем, связанных с искусством в музеях, библиотеках и других общественных и государственных организациях; работать в составе экспертной комиссии по оценке произведений искусства; занимать ведущую позицию при продвижении художественных продуктов на рынке; самостоятельно разрабатывать проекты, имеющие художественно-образовательную направленность; выполнять работу в качестве корреспондента или обозревателя по профилю искусства, а также выработать индивидуальный стиль для авторских рецензий; навыкам ведущего на телевидении или радио в художественных программах; выступать лектором на конференциях и занимать ведущие позиции при подготовке экспозиций и выставок; принимать участие в научно-исследовательских работах в этой области.","Успешно закончивших курс студентов ждет работа в качестве экспертных консультантов при оценке предметов искусства, искусствоведов и публицистов критических статей и эссе на основании эстетического анализа художественных произведений. Эффективно применять полученные знания специалисты смогут в методической сфере, занимая должности разработчиков проектов по организации и руководству творчества, преподавателей в высших учебных заведения по профильному направлению, самостоятельно планируя и организовывая учебно-воспитательный процесс. Некоторые смогут устроиться корреспондентами, а диплом магистра поможет занять должность литературного редактора в крупных изданиях, освещающих проблемы искусства."
"51.03.01","Культурология","Будущие культурологи-бакалавры  изучают массовую культуру, социологию культуры, эстетику, культурологию, культуру социальных групп, технологии социокультурной работы, иностранный язык, технику анализа текстов культуры, менеджмент в социокультурной сфере, этику и другие дисциплины.  Также студенты этого профиля должны освоить такие предметы, как история искусств культуры, методы изучения культуры,  музейное дело и художественная культура. Практическая часть обучения предполагает посещение различных музеев, выставок, архивов, экскурсий и презентаций.","После получения диплома бакалавра культурологи могут начать заниматься исследовательской деятельностью. Помимо этого, такие специалисты зачастую нужны в краеведческих музеях, в домах культуры, библиотеках, в художественных галереях, архивах, заповедниках и выставках. Культурологи работают в туристическом бизнесе, в СМИ, в консалтинговых компаниях, издательствах, рекламных агентствах или в высших учебных заведениях. Уровень бакалавра позволяет выпускникам стать консультантами в различных учреждениях культуры или в бизнес-структурах по вопросам современного искусства или истории. "
"51.03.02","Народная художественная культура","За годы обучения студенты бакалавриата узнают: Как формировать духовно-нравственные ценности, осуществлять воспитание патриотизма и развивать культуру межэтнического общения посредством народной художественной культуры.  Научатся давать знания по истории народной культуры и ее теории.  Смогут самостоятельно разрабатывать специальные образовательные программы и разнообразные учебные, методические пособия.  Узнают об особенностях руководства художественно-творческой деятельностью как взрослых, так и детских коллективов народного творчества.  Получат навыки в планировке и организации концертной, репетиционной и выставочной деятельности художественных коллективов народного творчества.  Обретут опыт участия в подготовке и организации смотров, фестивалей, выставок, мастер-классов, олимпиад, семинаров и других мероприятий, предполагающих участие любительских театров, хореографических коллективов, этнокультурных центров. Выпускники будут уметь управлять небольшими коллективами, смогут участвовать в подготовке, а затем и проведении телепередач, ориентированных на пропаганду отечественной культуры и национальных традиций других народов. Помимо этого, бакалавры научатся формировать выставочные и музейные экспозиции, выступать в роли гидов и консультантов в вопросах народной художественной культуры и путях ее сохранения.","Закончив обучение, бакалавр может быть принят на должность балетмейстера, искусствоведа, преподавателя творческих и этнокультурных дисциплин, руководителя вокального или хореографического коллектива, хореографа, хормейстера, экскурсовода. Соответствующими местами работы могут служить школы искусств, студии танца, профессиональные хореографические и любительские коллективы, этнокультурные центры, студии кино-, видео- и фототворчества, колледжи, студии декоративно-прикладного искусства, общеобразовательные и высшие специализированные учебные заведения."
"51.03.03","Социально-культурная деятельность","В основе учебной программы по специальности «Социально-культурная деятельность»  - предметы общекультурного цикла. Поэтому студенты изучают теорию и историю культуры, педагогику досуга, теорию социально-культурной деятельности, историю искусств, основы культурной политики, социально-культурную работу за рубежом. Кроме этого, в рамках учебной программы будущие бакалавры знакомятся с основами социально-культурного проектирования, маркетинговыми коммуникациями в социально-культурной сфере, основами менеджмента социально-культурной деятельности, информационными технологиями управления и сценарно-режиссерскими основами. Применить полученные теоретические знания в жизни молодые люди смогут, проходя практику в звукозаписывающих компаниях, в концертных центрах, в галереях, в продюсерских центрах или в музеях. Студентов готовят к тому, что в будущем им придется заниматься: созданием  социально-культурных проектов и культурных программ; культурно-досуговой, просветительской и воспитательной работой; продюссированием или организацией различных социально-культурных мероприятий; маркетингом и менеджментом в области индустрии досуга; реализацией культурной политики в регионе; проведением научно-исследовательской работы в социально-культурной сфере; преподаванием практических и теоретических предметов в сфере социально-культурной деятельности.","Трудоустроиться выпускники вузов по специальности «Социально-культурная деятельность» могут концертными агентами, пресс-секретарями, администраторами, работниками (в том числе и руководящими) промоушен-компаний, помощниками продюсеров, PR-менеджерами.Молодых квалифицированных специалистов примут на работу туристские и культурно-досуговые организации и учреждения, продюсерские центры, видео- и киноцентры, центры современного искусства, клубы, концертные залы, СМИ, в том числе и телевидение, коммерческие организации соответствующего профиля и учреждения образования (дополнительное образование, профессиональное образование или общеобразовательные школы). "
"51.03.04","Музеология и охрана объектов культурного и природного наследия","По специальности «Музеология и охрана объектов культурного природного наследия» готовят специалистов, которые не просто хорошо разбираются в искусстве, но и могут использовать эти знания на практике с учетом современной экономической ситуации.  Будущих молодых специалистов учат: анализировать современную музейную практику; разрабатывать программы и комплексы мероприятий, направленных на сохранение природного и культурного наследия; проводить научные исследования в области истории культуры, музеологии и сохранении памятников культуры;  проектировать и разрабатывать  музейные выставки и композиции; практической работе в учреждениях музейного типа.  Учебная программа включает дисциплины социального, естественнонаучного, гуманитарного и экономического цикла. Студенты изучают историю, социологию, культуру речи и русский язык, психологию, культурологию, информационные технологии в музейной деятельности, основы менеджмента в искусстве, историю музеев, охрану культурного наследия, организацию выставочной деятельности и другие. Большое внимание уделяется практике, которая проходит в заповедниках, музеях, историко-культурных комплексах и галереях. ","Сегодня ценятся специалисты, которые не только разбираются в искусстве, но и  владеют иностранным языком и современными информационным технологиями.  Могут подготовить  мультимедийные выставки и интерактивные презентации, создать электронные архивы и базы, провести виртуальные экскурсии. Выпускники по этой специальности  претендуют на должности гидов, музейных хранителей, организаторов выставок и экскурсоводов. Возможные места их трудоустройства: музеи, различные  учреждения музейного типа, архивы, художественные галереи, реставрационные мастерские, туристические фирмы, образовательные учреждения, научно-исследовательские институты, СМИ, центры эстетического воспитания, органы управления объектами природного и культурного наследия. "
"51.03.05","Режиссура театрализованных представлений и праздников","К основным занятиям и дисциплинам при подготовке будущих бакалавров по данному профилю можно отнести такие, как: Изобразительное искусство Кино История театра Мировая культура Художественная культура Литература ЭтнологияВ процессе обучения специалист накапливает опыт работы в театрах, студиях и различных творческих мастерских. Особенности преподавательской деятельности будут объясняться студентам в более серьезном виде. Каждый сможет на практике освоить навык преподавания режиссерского мастерства и его аспектов. На практике будущий бакалавр  будет знакомиться непосредственно со своим рабочим местом и осваивать все тонкости и особенности выбранного им рода занятости. В процессе своей профессиональной практики, бакалавр будет получать заказы на организацию не только праздников, но и различных культурных мероприятий. С таким подходом к обучению все студенты получают опыт, необходимый на будущей работе. ","По завершению обучения, специалист получает степень бакалавра в области режиссуры театральных представлений и праздников. Найти рабочее место будет несложно, ведь для постановок спектаклей и пьес в театрах всегда требуются грамотные и квалифицированные специалисты. К основным обязанностям в процессе работы можно отнести выстраивание общей концепции будущего мероприятия, подбор актерского состава. Организовывать можно и такие процессы, как массовые гуляния, спортивные праздники и театрализованные шоу. Вакансии в шоу-группах, продюсерских центрах и агентствах имеются в большом количестве, и у специалиста со степенью бакалавра есть все шансы получить престижную и хорошо оплачиваемую работу."
"51.03.06","Библиотечно-информационная деятельность","В рамках обучения по специальности «Библиотечно-информационная деятельность» готовят библиотекарей новой формации, которые получают технико-информационную и гуманитарную подготовку. Поэтому, с одной стороны,  они изучают информационные системы, базы данных и методологию составления электронных библиотек, а с другой – систематизацию книг, историю зарубежной и русской литературы, методологию деятельности библиотекаря, менеджмент библиотечной деятельности  и теорию литературы. Студенты учатся: профессионально осуществлять поиск необходимой информации, обеспечивать ее хранение и передачу; составлять каталоги книг и работать с электронными информационными ресурсами; создавать электронные архивы и библиотеки; организовывать виртуальные  мультимедийные выставки, сайты и путеводители.Обязательная составляющая подготовки бакалавров – практика в архивах и библиотеках. ","Выпускники бакалавриата по этой специальности могут трудоустроиться в библиотеки,  музеи, архивы, в органы научно-технической информации, в книготорговые организации, в учебные заведения или в редакционно-издательские компании, в информационные центры и  информационно-аналитические отделы, в  средства массой информации или в любые учреждения, работающие в сфере документных коммуникаций.Молодые специалисты могут занять должность библиотекаря, руководителя информационного отдела, референта, преподавателя, архивиста, библиотекаря-информационщика. В их обязанности будет входить работа с автоматизированными библиотечно-информационными системами, работа по составлению каталогов и дополнению фондов, логистическая деятельность и менеджмент в библиотечном деле."
"51.04.01","Культурология","В магистратуре студенты учатся составлять аннотации, обзоры, библиографии, другие материалы по тематикам проводимых исследований. Осваивают историю разных видов искусств (например, живописи, архитектуры, литературы) и  процесс их развития. Готовят художественные программы и творческие планы, с последующим их осуществлением. Систематизируют разные виды информации и овладевают навыками составления словарей, баз данных, справочных материалов, а также энциклопедий. Создают социально-культурные проекты и  программы. Также будущие культурологи углубляют свои знания по выбранному иностранному языку.  ","После магистратуры культурологи могут заняться педагогической деятельностью  в ВУЗах, колледжах, лицеях или школе. Они могут разрабатывать учебные программы для разных учебных заведений. Некоторая часть выпускников связывает свою жизнь с научной работой в разных исследовательских институтах. Они имеют возможность работать в СМИ, создавая социально-культурные проекты. В культурологах нуждаются государственные органы, которые занимаются сохранением исторического, художественно-культурного,  а также  природного наследия. Такие сотрудники востребованы в антикварных салонах, выставочных домах и реставрационных мастерских. "
"51.04.02","Народная художественная культура","За 2 года обучения по магистерской программе студенты данного профиля научатся: Осуществлять прикладные и теоретические исследования на научном уровне по теории и менеджменту в сферах народной культуры, этнокультурного воспитания, творчества и образования. Заниматься разработкой и обоснованием актуальных направлений национально-культурной политики. Преподавать любые профильные дисциплины. Руководить художественно-творческими коллективами, а также организациями. Анализировать и обобщать опыт по сохранению традиционной народной культуры, выявлять новые тенденции в данной сфере. Разрабатывать и осуществлять инновационные методики в организации и руководстве народным творчеством, в технологиях этнокультурного образования. Проводить экспертизу проектов любых уровней, связанных с развитием и сохранением народной культуры и организацией этнокультурного творчества. Консультировать в вопросах разработки инновационных программ, связанных с культурным национальным наследием. Проводить экспертизы произведений народного творчества и качества художественных коллективов.  Принимать участие в аттестации, лицензировании профильных организаций образования.","Сферой трудоустройства выпускников магистратуры могут служить:• Органы управления культурой и образовательным процессом.• Учебные заведения.• Учреждения культуры.• Центры детского творчества.• Этнокультурные центры и фольклорные.• Дома народного творчества.• Коллективы народного творчества.• Средства массовой информации.• Научно-исследовательские учреждения.• Студии фото-, кино- и видеотворчества.• Общественные объединения, чья деятельность направлена на изучение, развитие, трансляцию в культурно-информационное пространство государства и мира, сохранение достижений народной художественной культуры."
"51.04.03","Социально-культурная деятельность","В рамках учебной магистрантской программы готовят специалистов в сфере культуры и досуга, которые будут обеспечивать и организовывать отдых граждан. Магистров по профилю «Социально-культурная деятельность» готовят к  организационно-управленческой, художественно-творческой, проектной, психолого-преподавательской, научно-исследовательской и научно-методической видам деятельности.Среди предметов, которые изучают магистранты: методика преподавания специальных дисциплин, философские предметы науки, информационные технологии, история и теория социально-культурной деятельности, иностранный язык, социально-культурный консалтинг, методика научного исследования социально-культурной деятельности, теория социально-культурного проектирования.  Полноценной частью учебного процесса являются педагогическая, технологическая (научно-производственная) и научно-исследовательская практики и, конечно, магистерская диссертация. Магистр в сфере социально-культурной деятельности: разрабатывает социально-культурные продукты, досуговые программы и проекты, в том числе и инновационные; занимается научно-исследовательской работой, разрабатывает новые методики и технологии, проводит исследования и диагностику в области социально-культурной деятельности; осуществляет менеджмент - стратегический, хозяйственный и финансовый, в социально-культурной сфере; преподает специальные художественно-творческие предметы в образовательных учреждениях.","Магистр с дипломом  «Социально-культурная деятельность»  может трудоустроиться:• в органы местного и государственного управления в сфере искусства и культуры;• в учреждения образования, обеспечивающие профессиональную или дополнительную подготовку специалистов в области искусств и культуры;• в государственные и коммерческие объединения и организации в сфере рекреации, досуга, туризма и социально-культурной анимации;• в научно-методические или в научно-исследовательские институты, организации и центры;• в культурно-досуговые учреждения: театры, филармонии, музеи, киностудии, цирки, картинные галереи, художественные мастерские или выставочные залы, дворцы культуры или дома творчества;• в отделы маркетинга культурно-досуговых организаций;• в социальные или ведомственные  учреждения (дома офицеров, интернаты, дома кинематографистов и др.);• в санаторно-курортные учреждения (базы и дома отдыха, санатории и профилактории);• в коммерческие развлекательные учреждения: казино, рестораны, мюзик-холлы, дансинги или варьете.Выпускники магистратуры могут работать методистами, преподавателями, кураторами, менеджерами, бизнес-тренерами, аниматорами, продюсерами, художественными руководителями, администраторами и директорами. "
