Продукты питания из растительного сырья,19.03.02,"Профессиональная деятельность включает в себя разработку рецептуры и технологий производства новых видов продукции либо усовершенствования уже имеющихся, контролирование качества сырья, последовательности производственного процесса и обеспечение санитарных норм производства, государственных стандартов в области здорового питания. Кроме того, технолог может принимать участие в промышленном проектировании предприятий и разработке нормативной документации.","В зависимости от выбранного профиля обучения, выпускники бакалавриата могут работать в качестве технологов пищевой промышленности и пищевого производства на предприятиях, специализирующихся на выпуске того или иного вида продукции из растительного сырья (хлебобулочные и кондитерские изделия, напитки, плодоовощные консервы). Выпускники востребованы на рынке труда, средняя заработная плата технолога, работающего на предприятии, составляет 35–40 тысяч рублей."
Технологии и проектирование текстильных изделий,29.03.02,,
Технология изделий легкой промышленности,29.03.01,"Специалист-технолог знает все о материале, с которым работает. Рассчитывает необходимое количество материалов. Умеет подбирать необходимую фурнитуру. Разбирается в различных технологиях обработки сырья. Заведует закупкой расходных материалов. Следит за качеством выпускаемой продукции, умеет вычислять неизбежное количество брака и не допустить его увеличения.","Технологи требуются в компании, специализирующиеся на пошиве одежды, ткацкие и обувные фабрики, в перерабатывающие хозяйства. Начинающие специалисты могут работать младшими технологами или мастерами. Их доход не велик — 15–20 тысяч рублей, а в удаленных регионах еще меньше. Российские технологи востребованы за рубежом. Например, многие наши специалисты работают в Китае, Индии и других развивающихся странах. Доход старших технологов варьируется вокруг 30–40 тысяч рублей в месяц."
Технология полиграфического и упаковочного производства,29.03.03,"Задача технолога — обеспечение выпуска качественной полиграфической продукции: книг, журналов, газет, каталогов, упаковки, рекламных буклетов и др. В его обязанности входит контроль за соблюдением стандартов полиграфии, проверка используемого оборудования. Общение с поставщиками материалов и оборудования, заказчиками и продавцами услуг. Управление работой коллектива на предприятии.","За последние десять лет полиграфия шагнула далеко вперед. При этом далеко не все специалисты обладают достаточной компетенцией для работы на современном, высокотехнологичном оборудовании. Поэтому выпускники вузов на рынке труда востребованы. Основные места работы — полиграфические комбинаты, типографии, компании по допечатной подготовке. Средняя заработная плата полиграфического технолога — 30–40 тысяч рублей"
Технология продукции и организация общественного питания ,19.03.04,,
Технология художественной обработки материалов,29.03.04,"Задача мастеров-технологов — разработка и создание художественных произведений и декоративных изделий из различных материалов. Эти специалисты знают все ""капризы"" разных металлов, осведомлены об ""особенностях характера"" дерева, умеют предугадать ""поведение"" драгоценных, полудрагоценных и поделочных камней. Они создают эскизы, рассчитывают необходимое количество материалов, занимаются закупкой сырья и др.","Художники по материалам могут работать как на крупных обрабатывающих предприятиях, так и в малом и среднем бизнесе. Требуются специалисты на ювелирные заводы, в мастерские по художественной обработке камней, частные художественные компании. Одна из самых прибыльных и развитых сфер — изготовление памятников. В этой отрасли мастер-технолог как правило получает оклад + процент от выполненных заказов. Совокупный доход может составлять 40–50 тысяч рублей в месяц."
Информатика и вычислительная техника,09.03.01,"Выпускники направления в большинстве своем работают программистами и системными администраторами. Могут выступать в качестве прикладных специалистов (заниматься разработкой программного обеспечения, необходимого для работы организации), системных программистов (разрабатывают операционные системы и интерфейсы работают с сетями) или web-программистов (разработчики интерфейсов и систем для глобальных сетей). Системные администраторы отвечают за функционирование сетей и компьютерной техники во вверенной им организации","Наиболее редкими, востребованными и, соответственно, высокооплачиваемыми считаются системные программисты. Опытный специалист в этой сфере может рассчитывать на доход более чем 100 тысяч рублей в месяц. Востребованы и прикладники (от 40 тысяч рублей в месяц). Доход сисадмина зависит от величины компании и сложности конфигурации используемой сети. Как правило, в небольших частных фирмах системные администраторы зарабатывают 30–40 тысяч рублей. В крупных компаниях — 50 и более"
Информационные системы и технологии,09.03.02,"Выпускники направления работают системными администраторами, инженерами, специалистами по внутренним и внешним сетям. Их основная задача — обеспечить максимально эффективное использование информационных технологий в той отрасли, в которой работают выпускники. Они занимаются налаживанием систем коммуникации и сетей, следят за правильностью их эксплуатации, внедряют новые технологии, устанавливают дополнительное оборудования. Разрабатывают программные продукты и т. д.","Сложно выделить сферу, в которой наиболее востребованны специалисты по информационным технологиям. Специалисты требуются в образовательные учреждения, государственные и муниципальные структуры, СМИ, на производство, в транспортные и логистические компании. Самый высокий уровень зарплат наблюдается на предприятиях добывающей и перерабатывающей отраслей и в специализированных IT-корпорациях. Начинающие «информационщики» могут рассчитывать на доход в 20–25 тысяч. С опытом он возрастает. Обязательное условие карьеры — дальнейшее образование, в том числе самостоятельное"
Прикладная информатика,09.03.03,"Поле профессиональной деятельности выпускников вузов по направлению «Прикладная информатика» — IT-сфера: компании и подразделения компаний, занимающиеся разработкой программных комплексов, внедрением и эксплуатацией информационно-коммуникативных технологий (ИКТ) в различных предметных областях. Необходимо отметить, что в профессиональном плане выпускники способны решать широкий круг задач — работать системными администраторами, специалистами по обслуживанию компьютерных сетей, системными аналитиками, инженерами, программистами, тестировщиками и т.д. Опытные специалисты, имеющие управленческие навыки, могут дорасти до менеджера проекта.","Выпускники являются одними из самых востребованных и высокооплачиваемых фигур на рынке труда в наши дни. Ежемесячный доход высококвалифицированных специалистов по Москве достигает 90–150 тысяч рублей, начинающие могут рассчитывать на 40 тысяч.. Особо ценятся специалисты, обладающие сертификацией в нескольких ключевых системах сразу (например, в Oracle, Microsoft и HP). Специфика компаний-работодателей может быть самой разнообразной — «айтишники» сегодня нужны практически в любой организации."
Прикладная математика,01.03.04,"Основная профессиональная деятельность выпускников ориентирована на отладку технического (чаще программного) обеспечения предприятий: они занимаются сбором необходимых данных (технических, статистических и других), их анализом, проведением методических исследований, математическим моделированием, разработкой вариантов решения технических проблем с учетом экономической эффективности, а также внедрением результатов работы в практическую деятельность предприятия и составлением техотчетности.","Подавляющее большинство молодых людей с дипломом бакалавра в области прикладной математики устраиваются работать инженерами-программистами — как и в ситуации с другими фигурантами сферы IT, их труд сегодня чрезвычайно востребован и хорошо оплачивается. Зарплата дипломированного инженера-программиста с опытом работы от 1 года стартует в столице от 45–50 тысяч рублей. Размеры финансового вознаграждения зависят не только от наличия тех или иных практических навыков, но и от масштаба обязанностей. Помимо IT-организаций и соответствующих подразделений разнопрофильных компаний, работу можно найти на производственных предприятиях и в научно-исследовательских центрах."
Программная инженерия,09.03.04,"Диплом бакалавра по направлению «Программная инженерия» позволяет выпускнику заниматься разработкой программных продуктов и созданием программного обеспечения, необходимого для их полноценного функционирования. В обязанности инженера входит контроль всех этапов процесса - от планирования и согласования с заказчиком до инсталляции и ввода в эксплуатацию, поэтому его профессиональная деятельность часто включает в себя несколько видов работ: проектно-аналитическую, программистскую, управляющую, консультационную и т. д.","Одна из наиболее актуальных, востребованных и высокооплачиваемых на сегодняшний день профессиональных областей. Выпускники данного направления могут работать в области инженерии сетевого и коммуникационного ПО. Важные составляющие успешного карьерного роста в программной инженерии - понимание особенностей функционирования разных моделей программного обеспечения и систематический мониторинг инноваций."
Бизнес-информатика,38.03.05,"Бизнес-аналитики — уникальные специалисты, одинаково хорошо владеющие экономическими и информационными инструментами. Создают, внедряют в эксплуатацию и координируют корпоративные информационные системы. Разрабатывают бизнес-модели, планируют и организуют IT-проекты различного уровня сложности. Опытные бизнес-аналитики зачастую становятся первыми лицами компаний, входят в совет директоров, участвуют в принятии решений о дальнейшем развитии фирмы, моделируют и оптимизируют бизнес-процессы.","Бизнес-аналитики востребованы во всех отраслях, в которых применяются информационно-коммуникационные технологии. Особенный дефицит наблюдается в сферах, связанных с добычей полезных ископаемых, производством высокотехнологичных товаров, IT-корпорациях и др. Начинающий специалист может рассчитывать на должность консультанта или помощника и оклад в 30 тысяч рублей. Опытные бизнес-аналитики «стоят» сотни тысяч рублей. Кстати, бизнес-аналитики — один из самых частых «заказов» для хедхантеров."
Государственное и муниципальное управление,38.03.04,"Специалист по государственному и муниципальному управлению – посредник между народом и государством. Он работает в разнообразных ведомствах и службах, в том числе специализированных. Принимает участие в разработке законопроектов. Осуществляет прием граждан по различным вопросам. Курирует те или иные вопросы социальной, жилищной, образовательной, здравоохранительной, культурной и прочей тематики. Ведет базы данных. По запросам выдает справки и другую информацию. Занимается делопроизводством.","Совокупный ежемесячный доход специалиста 2-й категории (стартовая должность в госструктурах) составляет около 20 тысяч рублей. Ведущий специалист может рассчитывать на 25–30 тысяч, главный – на 35, начальник отдела – на 40 и более. Выпускников бакалавриата охотно принимают в муниципалитеты и управы, различные департаменты, префектуры. Скорость продвижения по карьерной лестнице зависит от профессиональных качеств специалиста, но, как правило, перепрыгивать через ступеньки не получается."
Менеджмент,38.03.02,"Менеджер — поистине универсальный специалист. Он решает кадровые вопросы, занимается поставками, налаживает рабочий процесс на предприятии, общается с клиентами и поставщиками, занимается делопроизводством и многое другое. Чаще всего менеджеры — офисные сотрудники, но бывают и исключения. Например, менеджеры по логистике или мерчендайзеры работают в основном на выезде. Бакалавры чаще всего претендуют на место менеджера по продажам или администратора. Более высокие перспективы открываются перед магистрами.","Наибольшую популярность на протяжении последних лет удерживает профессия «менеджер по продажам». Начинающий специалист, еще не имеющий собственной клиентской базой, может рассчитывать на оклад в 15-20 тысяч + процент. Опытные сотрудники зарабатывают на этой должности 100 и более тысяч. Востребованы на рынке менеджеры по персоналу (от 30 тысяч рублей), менеджеры по рекламе (от 20 тысяч + процент), специалисты по государственному и муниципальному управлению (от 25 тысяч + социальный пакет)."
Управление персоналом,41.03.06,"Работник отдела кадров (HR-менеджер) необходим в любой компании. Прежде всего, в его должностные обязанности входит отбор, оценка, мотивации персонала и кадровый аудит. На плечах у этого специалиста непростая задача — найти именно такого сотрудника, который сможет сработаться с коллективом и принести компании выгоду. Для этого HR- менеджерам нужно разработать и внедрять программы по обучению, адаптации и удержания персонала. Планирование, отчетность — вот с чем приходится сталкиваться каждый день этому профессионалу.","Начинающий HR-специалист или помощник менеджера отдела персонала в средней компании сможет заработать 15–20 тысяч рублей в месяц. Дальнейший карьерный рост зависит от количества полномочий специалиста и специфики компании. Так, хороший кадровик с опытом работы может рассчитывать на 30–35 тысяч ежемесячно. Вершина карьерной лестницы — директор по персоналу крупной компании, обладающий глубоким знанием бизнеса на уровне топ-менеджера, сможет заработать в месяц 70–120 тысяч рублей."
Экономика,38.03.01,"Экономисты занимаются финансовыми делами компаний и корпораций, планируют развитие фирм, ведут отчетность. Проверяют деятельность бухгалтеров. Следят за финансовыми потоками организаций. Выстраивают экономическую политику компаний, регионов и государства в целом. Занимаются вопросами экономического развития. Дают прогнозы на изменение ситуации на российском и общемировом рынке. Участвуют во внешнеэкономической детельности и др.","Вакансий для экономистов на рынке немало. При этом и безработица среди выпускников направления встречается. Парадокс объясняется тем, что кризис перепроизводства специалистов не решил проблему качества подготовки. Чтобы быть уверенным в завтрашнем дне, студенту необходимо как можно раньше начинать трудовую деятельность в качестве помощника экономиста, младшего менеджера экономического отдела или бухгалтера. Дополнительное подспорье – грамотный выбор сферы. Востребованы экономисты по ВЭД, бахгалтеры, финансовые менеджеры."
Экономическая безопасность,38.05.01,,
Автоматизация технологических процессов и производств,15.03.04,"Выпускники работают как проектировщиками и разработчиками систем автоматизации в различных отраслях, так и инженерами по обслуживанию соответствующих систем и процессов непосредственно на производстве. Безусловная IT-грамотность, инженерные навыки, знание бизнес-процессов и требований конкретной отрасли позволяет специалистам реализовывать себя в обоих аспектах. Еще одна сфера преломления профессиональных умений – работа в составе команды, запускающей проекты в сфере производства «с нуля».","Специалисты требуются практически во всех сферах. Особенно востребованы они в приборо- и машиностроении, пищевом производстве, строительстве. Появление на территории России, в том числе в Московской области, заводов ведущих мировых компаний, в том числе автомобилестроительных, диктует повышение спроса в соответствующей отрасли. Стартовая зарплата недавнего выпускника — 25–30 тысяч рублей. Опытный сотрудник может рассчитывать на 45 – 50 тысяч рублей в месяц. Ведущие прожект-менеджеры отрасли зарабатывают 100 и более тысяч рублей."
Инноватика ,27.03.05,,
Мехатроника и робототехника,15.03.06,"Специалисты занимаются созданием и конструированием роботов и робототехнических систем как промышленного, так и непромышленного назначения. Разрабатывают необходимое программно-алгоритмическое обеспечение для управления такими системами, их проектирования и эксплуатации. На начальном этапе карьеры занимают должности техников и помощников конструкторов. Осуществляют предварительные замеры, выполняют «черновую» работу, в том числе расчетную, на различных этапах проекта.","Робототехника – активно развивающаяся отрасль. Причем, востребованы как специалисты-теоретики, способные выдвигать свежие идеи, так и «технари», умеющие работать в команде над созданием определенных узлов под заданные параметры. Если раньше робототехника была в основном в ведении оборонного комплекса и космической отрасли, то сейчас эти технологии все чаще применяются в быту. Вакансии есть в компаниях по производству электроники, бытовой техники, автомобилей и т.д. Стартовая зарплата — 30–35 тысяч рублей в месяц."
Нанотехнологии и микросистемная техника,28.03.01,"Это новейшее наукоемкое направление, основанное на изучении и использовании последних достижений физики, химии, биологии, электроники и медицины, уже сейчас определяет развитие науки и техники. Специалисты по микро- и нанотехнологиям и материалам работают в научно-исследовательских институтах и в компаниях медико-технического, ядерно-физического, химико-технологического профиля. Разрабатывают системы и технологии, в том числе для современной электроники. Проводят испытания и анализируют их результаты. Внедряют наукоемкие технологии на производство.","Применение наноматериалов перспективно в медицине, биологии, космической технике, строительстве и других отраслях человеческой деятельности. Но особенно востребованы специалисты по нанотехнологиям на предприятиях машиностроительной, химической, радиотехнической отраслей. Бакалавр может рассчитывать на должность рядового исследователя, техника или лаборанта. Достаточная универсальность подготовки позволяет специалисту адаптироваться к любой профессии, которая предусматривает применение наноматериалов."
Системный анализ и управление,27.03.03,"Задумывает, проектирует, создает и поддерживает сложные системы, требующие системно-аналитического подхода. Участвует в натурных, вычислительных и имитационных исследованиях по заданной методике. Выполняет все необходимые математические расчеты, составляет отчетные документы и рекомендации на их основе. Удаленные технологии позволяют системным аналитикам сопровождать проекты даже после их запуска в эксплуатацию: с помощью web-инструментов специалисты контролируют проведение проектно-технологических работ на расстоянии","Системные аналитики — желанные сотрудники в большинстве IT-компаний. Правда, вчерашних выпускников на работу берут неохотно: для успешного трудоустройства необходим опыт работы и принятия решений. Выход — стажировки еще во время обучения в вузе, дополнительные сертифицированные профессиональные курсы. Начальная позиция — программист или системный администратор. В зависимости от уровня компании зарплата колеблется в пределах 25–40 тысяч рублей. Опытные системные аналитики зарабатывают 100 и более тысяч рублей"
Специальные организационно-технические системы,27.05.01,,
Стандартизация и метрология,27.03.01,"Специалисты разрабатывают системы качества, обеспечивают их бесперебойное функционирование на предприятиях и в учреждениях. Организовывают, планируют и проводят испытания. Могут заниматься стандартизацией технических и экономических систем и процессов, сертифицированием различной продукции и услуг. В государственных организациях отвечают за аттестацию производств. Разрабатывают контрольно-испытательные технологии и оборудование","Специалисты востребованы в различных отраслях промышленности и сервиса. Но проще всего найти работу специалистам по качеству в автомобилестроении и обслуживании авто. Еще один вариант трудоустройства — организации, задачами которых являются идентификация и оценка соответствия продукции. Например, органы по сертификации, таможенные органы, организации, защищающие права потребителей, испытательные лаборатории. Уровень зарплат начинающего специалиста по стандартам — 15–20 тысяч рублей (в государственных организациях). Опытные специалисты зарабатывают 30–35 тысяч рублей в месяц"
Техническая физика,16.03.01,"Специалисты по прикладной физике отвечают за наиболее эффективное использование достижений современной физической науки в различных отраслях производства и технологии. Могут заниматься научными исследованиями, направленными на нахождение способов и методов применения физических явлений и процессов. 
В их задачу входит разработка новых физико-технологических приборов, создание систем и комплексов различного назначения","Прикладной характер направления позволяет выпускникам трудоустраиваться как в научно-исследовательские центры и институты, так и непосредственно на производство. Так, специалисты по физике низких температур востребованы на холодильных производствах. А физики-оптики — в производстве приборов для медицинских и наукоемких отраслей. Доходы ученых-физиков зависят от известности института, наличия грантов на определенные исследования, статуса самого специалиста: от 20 до 100 и более тысяч рублей в месяц. Технические специалисты на производстве в среднем зарабатывают 40–50 тысяч рублей"
Управление в технических системах,27.03.04,"Профессия требует кропотливого труда, выпускнику предстоит заниматься производственно-технологической деятельностью во всех смыслах этого понятия: например, производить компьютеризированные устройства, отлаживать их работу и внедрять на предприятии. Некоторые выпускники решают посвятить себя научно-исследовательской деятельности и занимаются экспертизой оборудования и исследованиями. Специалист с таким дипломом может занимать и управленческую должность, ведь в программу обучения входят экономические и финансовые дисциплины.","Выпускник вуза без опыта работы может устроиться на работу помощником системного администратора или программиста. На первых порах он может рассчитывать на 10–20 тысяч рублей в месяц. Через некоторое время хороший специалист сможет заработать 30–40 тысяч рублей. При условии того что дельный программист может обслуживать несколько фирм и заниматься частными заказами, то его заработок поднимется до 50–60 тысяч рублей за месяц работы. Наконец, специалист-управленец, возглавляющий группу системных администраторов, зарабатывает в среднем 100–140 тысяч рублей."
Управление качеством,27.03.02,"Специалист этого направления может работать в сфере менеджмента и разрабатывать, внедрять и осуществлять функционирование современных моделей систем менеджмента качества, решать задачи повышения качества продукции и услуг. Также в его обязанности будет входить и консалтинг и аудит действующих систем менеджмента качества. В это же время он может быть одним из самых ценных сотрудников в компании, разрабатывая методы по повышению эффективности производства, направленных на сокращение расхода материалов и повышение производительности труда.","Местом работы выпускника может стать предприятие любой формы собственности (например, пищевой промышленности или торговли). Самое частое место работы обладателей дипломов по данной специальности — менеджер по качеству, на первых порах получающий 20–25 тысяч рублей в месяц. Главный менеджер или директор по качеству смело может рассчитывать на 30–40 тысяч рублей ежемесячно. Еще одно место работы по профилю — компании, занимающиеся сертификацией и стандартизацией. Сотрудники таких фирм в среднем получают около 30 тысяч рублей."
Биотехнические системы и технологии,12.03.04,"Выпускники этого направления могут принимать участие в разработке, внедрении и эксплуатации различных биотехнических приборов, в том числе медицинских. Создают инструментальные средства диагностики, лечения, реабилитации и профилактики заболеваний человека. Проводят эксперименты и испытания в условиях диагностических и лечебных медицинских центров, больниц, амбулаторий и поликлиник. Выступают в качестве привлеченных специалистов по ремонту медицинских и диагностических систем.","Эти специалисты относятся к разряду редких. Требуются как в НИИ и на предприятия, так и в амбулатории, лаборатории и больницы: современная медицинская техника нуждается в квалифицированном обслуживании и регулярных профилактических мероприятиях. Сразу после вуза выпускники могут рассчитывать на место техника или рядового члена рабочей экспериментальной группы. В первом случае гарантирован довольно высокий для молодого специалиста доход (от 35 тысяч рублей), во втором – карьерные перспективы."
Лазерная техника и лазерные технологии,12.03.05,"Специалисты по лазерам могут строить карьеру в качестве инженеров-конструкторов, технологов, математиков, программистов, научных сотрудников. В их обязанности входит разработка и проектировка новых систем на основе лазерных технологий, совершенствование и обслуживание уже существующих комплексов, работа с оптическими материалами, наладка и регулировка специальных приборов и установок. Опытные спецы востребованы в специальной технике, например, медицинской. Начинающие могут работать в этой же отрасли в качестве наладчиков.","Значительный процент выпускников выбирает научную деятельность. В этом случае работать предстоит в НИИ, исследовательских центрах, вузах. Российских специалистов довольно часто приглашают на работу в европейские и американские университеты и центры. Как правило, заработная плата там выше, чем в России. Но и в нашей стране реально устроиться на работу в реальном секторе. Во-первых, лазеры – одна из наиболее почитаемых современной наукой областей. Во-вторых, высокие оклады предлагают производители различных приборов, принцип действия которых построен на лазерах."
